licencePlate,start_time,end_time,start_lat,start_lon,end_lat,end_lon,travel_time,vehicleTypeId,zipCode,model,type,postcode,zipCodeFixed,end_zipCode,end_postcode,start_area,end_area,route,day_of_week,hour_of_day
dr11646,2025-09-05 13:57:08,2025-09-05 15:43:08,55.707748,12.574321,55.708317,12.575118,106,34,2100,Renault Zoe,car,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Friday,13
dr11707,2025-09-07 09:59:08,2025-09-07 11:25:09,55.64695,12.504708,55.64695,12.504722,86,34,2500,Renault Zoe,car,2500,2500,2500.0,2500.0,Valby,Valby,Valby → Valby,Sunday,9
dr11719,2025-09-05 13:57:08,2025-09-05 14:37:09,55.669777,12.548523,55.669823,12.548505,40,34,1666,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Friday,13
dy44080,2025-09-05 16:31:08,2025-09-05 16:33:09,55.696125,12.538796,55.696125,12.538796,2,94,2200,Renault Zoe,car,2200,2200,2400.0,2400.0,Kobenhavn N,Kobenhavn NV,Kobenhavn N → Kobenhavn NV,Friday,16
dy44143,2025-09-07 09:47:08,2025-09-07 10:21:09,55.649918,12.529702,55.649937,12.529645,34,34,2450,Renault Zoe,car,2450,2450,2450.0,2450.0,Kobenhavn SV,Kobenhavn SV,Kobenhavn SV → Kobenhavn SV,Sunday,9
dz55141,2025-09-05 14:11:08,2025-09-05 14:31:09,55.692528,12.490789,55.692528,12.490789,20,34,2720,Renault Zoe,car,2720,2720,2000.0,2000.0,Vanlose,Frederiksberg C,Vanlose → Frederiksberg C,Friday,14
dz55143,2025-09-05 18:43:08,2025-09-05 20:39:08,55.684284,12.584681,55.684284,12.584708,116,34,1304,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Friday,18
dz55146,2025-09-06 15:33:09,2025-09-06 20:05:08,55.674568,12.550196,55.674545,12.55014,272,34,1850,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Saturday,15
dz55147,2025-09-06 12:17:08,2025-09-06 12:35:08,55.66626,12.61744,55.666359,12.617543,18,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Saturday,12
dz80993,2025-09-07 00:43:08,2025-09-07 03:43:08,55.682667,12.551896,55.682602,12.551803,180,34,1972,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Sunday,0
dz80995,2025-09-05 14:05:09,2025-09-05 18:59:08,55.663525,12.477417,55.663467,12.477582,294,34,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Friday,14
ea69847,2025-09-06 14:05:09,2025-09-06 14:09:08,55.656551,12.504457,55.656551,12.504457,4,34,2500,Renault Zoe,car,2500,2500,2450.0,2450.0,Valby,Kobenhavn SV,Valby → Kobenhavn SV,Saturday,14
ea69847,2025-09-06 19:43:08,2025-09-06 21:29:08,55.655811,12.506872,55.655972,12.506989,106,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Saturday,19
ea69847,2025-09-06 22:11:08,2025-09-07 07:29:08,55.668343,12.61624,55.668335,12.616215,558,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Saturday,22
eb61384,2025-09-06 14:57:08,2025-09-06 15:05:08,55.702255,12.588863,55.702255,12.588876,8,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Saturday,14
eb61384,2025-09-06 15:43:08,2025-09-06 16:23:08,55.702644,12.590646,55.702621,12.590668,40,34,2100,Renault Zoe,car,2100,2100,2720.0,2720.0,Kobenhavn O,Vanlose,Kobenhavn O → Vanlose,Saturday,15
eb69729,2025-09-06 01:07:08,2025-09-06 07:59:09,55.632763,12.574091,55.633022,12.574321,412,34,1561,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Saturday,1
cx86737,2025-09-08 15:19:09,2025-09-09 07:03:08,55.682144,12.516666,55.682114,12.516657,944,34,2000,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Monday,15
cx86742,2025-09-07 17:19:09,2025-09-08 07:49:09,55.710171,12.532763,55.71014,12.532751,870,34,2400,Renault Zoe,car,2400,2400,2500.0,2500.0,Kobenhavn NV,Valby,Kobenhavn NV → Valby,Sunday,17
dd72522,2025-09-08 11:31:08,2025-09-08 11:57:08,55.682095,12.532223,55.682114,12.532243,26,34,2000,Renault Zoe,car,2000,2000,2700.0,2700.0,Frederiksberg C,Bronshoj,Frederiksberg C → Bronshoj,Monday,11
dr11684,2025-09-08 15:01:08,2025-09-08 15:41:08,55.676414,12.534314,55.676472,12.534338,40,34,1855,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Monday,15
dr11726,2025-09-07 21:41:09,2025-09-08 11:37:09,55.704304,12.486719,55.704346,12.486719,836,34,2700,Renault Zoe,car,2700,2700,2100.0,2100.0,Bronshoj,Kobenhavn O,Bronshoj → Kobenhavn O,Sunday,21
dy74214,2025-09-08 20:37:08,2025-09-09 07:03:08,55.658684,12.508118,55.658611,12.508317,626,34,2500,Renault Zoe,car,2500,2500,2200.0,2200.0,Valby,Kobenhavn N,Valby → Kobenhavn N,Monday,20
dz81041,2025-09-07 18:33:08,2025-09-07 18:35:08,55.684196,12.614337,55.684196,12.614337,2,34,1432,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Sunday,18
ea56791,2025-09-08 05:47:09,2025-09-08 09:25:08,55.712711,12.547695,55.712711,12.547721,218,34,2100,Renault Zoe,car,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Monday,5
eb26805,2025-09-07 12:59:08,2025-09-07 13:33:08,55.649479,12.602164,55.649494,12.602139,34,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Sunday,12
eb29778,2025-09-08 12:09:08,2025-09-08 12:43:08,55.685646,12.529451,55.685604,12.529575,34,34,2000,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Monday,12
eb61373,2025-09-07 19:53:09,2025-09-08 05:27:08,55.648037,12.49325,55.648056,12.493209,574,34,2500,Renault Zoe,car,2500,2500,2720.0,2720.0,Valby,Vanlose,Valby → Vanlose,Sunday,19
eb78414,2025-09-07 12:59:08,2025-09-07 16:39:09,55.655346,12.537463,55.655346,12.537439,220,34,2450,Renault Zoe,car,2450,2450,2100.0,2100.0,Kobenhavn SV,Kobenhavn O,Kobenhavn SV → Kobenhavn O,Sunday,12
ec31124,2025-09-08 11:27:09,2025-09-08 17:09:08,55.700905,12.553662,55.700905,12.553682,342,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Monday,11
db61809,2025-09-10 17:19:08,2025-09-11 00:01:08,55.705193,12.490717,55.705193,12.490717,402,31,2700,unknown,van,2700,2700,2100.0,2100.0,Bronshoj,Kobenhavn O,Bronshoj → Kobenhavn O,Wednesday,17
dd24390,2025-09-09 06:53:08,2025-09-09 07:13:08,55.705193,12.561213,55.705193,12.561213,20,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Tuesday,6
dd24390,2025-09-09 08:31:08,2025-09-09 11:15:08,55.72298,12.533826,55.72298,12.533826,164,34,2400,Renault Zoe,car,2400,2400,2300.0,2300.0,Kobenhavn NV,Kobenhavn S,Kobenhavn NV → Kobenhavn S,Tuesday,8
dd72521,2025-09-10 16:31:08,2025-09-10 19:17:08,55.643612,12.500199,55.643642,12.500196,166,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Wednesday,16
de88653,2025-09-09 06:49:08,2025-09-09 10:49:09,55.640869,12.612561,55.640903,12.612561,240,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Tuesday,6
de88659,2025-09-09 06:49:08,2025-09-09 08:13:08,55.660645,12.572255,55.660717,12.572278,84,34,1560,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Tuesday,6
de88702,2025-09-10 17:45:09,2025-09-10 18:31:08,55.653614,12.570016,55.653645,12.569983,46,34,1561,Renault Zoe,car,1550,1550,2000.0,2000.0,Kobenhavn V,Frederiksberg C,Kobenhavn V → Frederiksberg C,Wednesday,17
dz55102,2025-09-09 19:35:08,2025-09-10 07:23:09,55.67495,12.507396,55.674934,12.507434,708,34,2000,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Tuesday,19
ea19440,2025-09-10 14:43:08,2025-09-10 15:43:09,55.712776,12.544338,55.712761,12.544362,60,34,2400,Renault Zoe,car,2400,2400,2400.0,2400.0,Kobenhavn NV,Kobenhavn NV,Kobenhavn NV → Kobenhavn NV,Wednesday,14
ea53673,2025-09-09 21:37:09,2025-09-09 23:43:09,55.671127,12.619704,55.671078,12.619704,126,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Tuesday,21
ea53674,2025-09-10 16:43:08,2025-09-10 16:47:09,55.697216,12.568851,55.697216,12.568851,4,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Wednesday,16
ea56790,2025-09-09 06:49:08,2025-09-10 06:51:08,55.667271,12.51838,55.667324,12.518453,1442,34,1805,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Tuesday,6
ec63449,2025-09-10 16:11:09,2025-09-10 16:23:08,55.698853,12.583909,55.698853,12.583889,12,34,2100,Renault Zoe,car,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Wednesday,16
ee25116,2025-09-09 06:49:08,2025-09-09 08:07:09,55.70092,12.553447,55.70092,12.553447,78,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Tuesday,6
cb23365,2025-09-12 05:51:08,2025-09-12 12:29:09,55.674885,12.562184,55.674667,12.562154,398,2,1606,Renault Zoe,car,1550,1550,2400.0,2400.0,Kobenhavn V,Kobenhavn NV,Kobenhavn V → Kobenhavn NV,Friday,5
cx86733,2025-09-11 19:13:08,2025-09-12 13:03:09,55.650311,12.490414,55.650311,12.490417,1070,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Thursday,19
dc47400,2025-09-12 16:49:09,2025-09-12 17:19:08,55.665054,12.550403,55.664982,12.550271,30,34,1728,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Friday,16
dd51650,2025-09-11 17:55:08,2025-09-11 18:19:08,55.695694,12.544383,55.695694,12.544383,24,34,2200,Renault Zoe,car,2200,2200,2500.0,2500.0,Kobenhavn N,Valby,Kobenhavn N → Valby,Thursday,17
de12878,2025-09-10 23:45:09,2025-09-11 05:19:08,55.705582,12.527712,55.705582,12.527732,334,34,2400,Renault Zoe,car,2400,2400,2500.0,2500.0,Kobenhavn NV,Valby,Kobenhavn NV → Valby,Wednesday,23
df15140,2025-09-11 07:03:08,2025-09-11 07:07:09,55.683315,12.585566,55.683315,12.585566,4,34,1301,Renault Zoe,car,1050,1050,2500.0,2500.0,Kobenhavn K,Valby,Kobenhavn K → Valby,Thursday,7
dr11602,2025-09-11 11:51:09,2025-09-11 13:27:08,55.686386,12.478347,55.686417,12.478347,96,34,2720,Renault Zoe,car,2720,2720,2450.0,2450.0,Vanlose,Kobenhavn SV,Vanlose → Kobenhavn SV,Thursday,11
dr11701,2025-09-12 16:53:08,2025-09-12 17:19:08,55.665348,12.61447,55.665348,12.614604,26,34,2300,Renault Zoe,car,2300,2300,2500.0,2500.0,Kobenhavn S,Valby,Kobenhavn S → Valby,Friday,16
dr11708,2025-09-11 05:33:09,2025-09-11 06:09:08,55.694725,12.553869,55.694725,12.553896,36,34,2200,Renault Zoe,car,2200,2200,2450.0,2450.0,Kobenhavn N,Kobenhavn SV,Kobenhavn N → Kobenhavn SV,Thursday,5
dr29958,2025-09-10 23:45:09,2025-09-12 12:05:08,55.671165,12.552011,55.671215,12.552099,2180,6,1661,unknown,van,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Wednesday,23
dy44094,2025-09-12 14:57:08,2025-09-12 15:25:09,55.691528,12.562604,55.691601,12.562549,28,34,2200,Renault Zoe,car,2200,2200,2300.0,2300.0,Kobenhavn N,Kobenhavn S,Kobenhavn N → Kobenhavn S,Friday,14
dy44122,2025-09-11 14:25:08,2025-09-11 14:53:09,55.674568,12.593404,55.674583,12.593416,28,34,1407,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Thursday,14
ea75186,2025-09-12 16:23:08,2025-09-12 17:19:08,55.69944,12.581244,55.699375,12.581327,56,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Friday,16
eb78414,2025-09-12 08:35:09,2025-09-12 09:43:09,55.674007,12.559078,55.674023,12.55907,68,34,1615,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Friday,8
cx86704,2025-09-14 08:45:08,2025-09-14 10:21:08,55.687916,12.536033,55.687874,12.536059,96,34,2000,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Sunday,8
cx86732,2025-09-12 17:05:09,2025-09-12 17:33:08,55.698574,12.575254,55.698574,12.575238,28,34,2100,Renault Zoe,car,2100,2100,2500.0,2500.0,Kobenhavn O,Valby,Kobenhavn O → Valby,Friday,17
dc71609,2025-09-13 10:37:09,2025-09-13 10:41:09,55.680843,12.568207,55.680843,12.568207,4,2,1452,Renault Zoe,car,1050,1050,2500.0,2500.0,Kobenhavn K,Valby,Kobenhavn K → Valby,Saturday,10
de16324,2025-09-12 17:05:09,2025-09-12 18:35:08,55.665512,12.575525,55.665485,12.575429,90,34,1562,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Friday,17
de48509,2025-09-12 17:11:08,2025-09-12 18:41:08,55.692463,12.56755,55.69249,12.567456,90,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Friday,17
de48514,2025-09-14 11:31:09,2025-09-14 12:35:08,55.689617,12.575472,55.689663,12.575418,64,34,1307,Renault Zoe,car,1050,1050,2150.0,2150.0,Kobenhavn K,Nordhavn,Kobenhavn K → Nordhavn,Sunday,11
de88685,2025-09-14 07:09:08,2025-09-14 07:59:09,55.694515,12.589589,55.694515,12.589598,50,34,2100,Renault Zoe,car,2100,2100,2450.0,2450.0,Kobenhavn O,Kobenhavn SV,Kobenhavn O → Kobenhavn SV,Sunday,7
de88695,2025-09-12 19:55:08,2025-09-12 21:11:08,55.652676,12.620205,55.652622,12.6202,76,34,2300,Renault Zoe,car,2300,2300,2450.0,2450.0,Kobenhavn S,Kobenhavn SV,Kobenhavn S → Kobenhavn SV,Friday,19
dg12355,2025-09-13 17:23:08,2025-09-13 19:27:09,55.656551,12.505113,55.656658,12.505237,124,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Saturday,17
dr11580,2025-09-14 11:37:08,2025-09-14 13:55:08,55.694149,12.531189,55.694199,12.531295,138,34,2000,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Sunday,11
dy44125,2025-09-13 07:13:09,2025-09-13 09:19:09,55.718864,12.574183,55.719044,12.574294,126,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Saturday,7
dz55136,2025-09-14 05:13:08,2025-09-14 08:27:08,55.666813,12.624921,55.666782,12.625012,194,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Sunday,5
dz55144,2025-09-13 13:29:08,2025-09-13 14:07:08,55.715469,12.540759,55.715469,12.54082,38,34,2400,Renault Zoe,car,2400,2400,2300.0,2300.0,Kobenhavn NV,Kobenhavn S,Kobenhavn NV → Kobenhavn S,Saturday,13
dz81031,2025-09-13 10:05:09,2025-09-13 10:27:08,55.683681,12.577222,55.683681,12.577215,22,34,1123,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Saturday,10
dz81043,2025-09-13 11:03:08,2025-09-13 11:47:08,55.648106,12.547514,55.648228,12.547514,44,34,2450,Renault Zoe,car,2450,2450,2100.0,2100.0,Kobenhavn SV,Kobenhavn O,Kobenhavn SV → Kobenhavn O,Saturday,11
ea41662,2025-09-13 21:03:08,2025-09-13 21:09:08,55.676945,12.565222,55.676945,12.565222,6,34,1554,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Saturday,21
eb61351,2025-09-13 08:29:08,2025-09-13 08:55:09,55.668312,12.553104,55.668312,12.55316,26,34,1660,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Saturday,8
eb69741,2025-09-12 17:53:09,2025-09-12 18:11:09,55.682358,12.526697,55.682365,12.52669,18,34,2000,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Friday,17
eb69747,2025-09-13 06:55:08,2025-09-13 11:11:09,55.68589,12.588584,55.68602,12.588503,256,34,1303,Renault Zoe,car,1050,1050,2500.0,2500.0,Kobenhavn K,Valby,Kobenhavn K → Valby,Saturday,6
ec12332,2025-09-14 12:51:08,2025-09-14 14:51:08,55.694946,12.498447,55.694897,12.49848,120,34,2720,Renault Zoe,car,2720,2720,2500.0,2500.0,Vanlose,Valby,Vanlose → Valby,Sunday,12
cg16526,2025-09-14 15:03:08,2025-09-15 06:33:08,55.687222,12.523928,55.687241,12.52405,930,2,2000,Renault Zoe,car,2000,2000,2720.0,2720.0,Frederiksberg C,Vanlose,Frederiksberg C → Vanlose,Sunday,15
de16318,2025-09-16 05:59:08,2025-09-16 07:03:08,55.669979,12.570288,55.66988,12.570333,64,34,1568,Renault Zoe,car,1550,1550,2150.0,2150.0,Kobenhavn V,Nordhavn,Kobenhavn V → Nordhavn,Tuesday,5
de88694,2025-09-14 14:27:09,2025-09-14 15:17:08,55.667015,12.548362,55.666977,12.548329,50,34,1676,Renault Zoe,car,1550,1550,2150.0,2150.0,Kobenhavn V,Nordhavn,Kobenhavn V → Nordhavn,Sunday,14
de88699,2025-09-15 08:09:09,2025-09-15 08:23:08,55.709553,12.588291,55.709553,12.588291,14,34,2150,Renault Zoe,car,2150,2150,2150.0,2150.0,Nordhavn,Nordhavn,Nordhavn → Nordhavn,Monday,8
df15139,2025-09-15 18:17:08,2025-09-16 07:03:08,55.680729,12.60567,55.680714,12.60567,766,34,1435,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Monday,18
dg12367,2025-09-14 21:07:08,2025-09-15 03:09:08,55.685863,12.546496,55.685719,12.546331,362,34,2200,Renault Zoe,car,2200,2200,2720.0,2720.0,Kobenhavn N,Vanlose,Kobenhavn N → Vanlose,Sunday,21
dr11742,2025-09-15 22:09:08,2025-09-16 07:03:08,55.645588,12.623199,55.645588,12.623212,534,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Monday,22
ed12332,2025-09-15 06:43:08,2025-09-15 06:49:09,55.658413,12.51467,55.658413,12.51467,6,34,2500,Renault Zoe,car,2500,2500,2720.0,2720.0,Valby,Vanlose,Valby → Vanlose,Monday,6
cx97457,2025-07-28 08:26:01,2025-07-28 12:32:01,55.667431,12.510081,55.667446,12.509997,246,2,2500,Renault Zoe,car,2500,2500,2200.0,2200.0,Valby,Kobenhavn N,Valby → Kobenhavn N,Monday,8
dd51655,2025-07-28 18:14:01,2025-07-29 10:31:31,55.669807,12.548527,55.669834,12.54855,978,34,1666,Renault Zoe,car,1550,1550,2500.0,2500.0,Kobenhavn V,Valby,Kobenhavn V → Valby,Monday,18
de88583,2025-07-28 18:26:02,2025-07-28 19:24:01,55.66552,12.557717,55.66544,12.557637,58,34,1721,Renault Zoe,car,1550,1550,2500.0,2500.0,Kobenhavn V,Valby,Kobenhavn V → Valby,Monday,18
dr11639,2025-07-28 08:30:01,2025-07-28 09:26:01,55.658398,12.514645,55.658348,12.514606,56,34,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Monday,8
ea19427,2025-07-28 05:16:01,2025-07-28 12:14:01,55.663876,12.573603,55.663876,12.573689,418,34,1560,Renault Zoe,car,1550,1550,2000.0,2000.0,Kobenhavn V,Frederiksberg C,Kobenhavn V → Frederiksberg C,Monday,5
ea69847,2025-07-29 11:35:31,2025-07-29 15:35:58,55.695232,12.53443,55.695232,12.534404,240,34,2000,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Tuesday,11
ec91760,2025-07-27 17:14:01,2025-07-28 07:26:01,55.710293,12.57356,55.710384,12.573655,852,103,2100,Opel Vivaro Electric,van,2100,2100,2500.0,2500.0,Kobenhavn O,Valby,Kobenhavn O → Valby,Sunday,17
cb23393,2025-09-16 14:41:08,2025-09-16 15:03:08,55.701805,12.587506,55.701805,12.587494,22,2,2100,Renault Zoe,car,2100,2100,2200.0,2200.0,Kobenhavn O,Kobenhavn N,Kobenhavn O → Kobenhavn N,Tuesday,14
de16316,2025-09-17 10:17:08,2025-09-17 13:41:08,55.654385,12.619904,55.654396,12.619853,204,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Wednesday,10
de88582,2025-09-17 14:37:08,2025-09-17 14:57:09,55.674725,12.594944,55.674725,12.594944,20,34,1415,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Wednesday,14
de88582,2025-09-17 19:15:09,2025-09-17 19:43:08,55.708088,12.600015,55.708088,12.600015,28,34,2150,Renault Zoe,car,2150,2150,2300.0,2300.0,Nordhavn,Kobenhavn S,Nordhavn → Kobenhavn S,Wednesday,19
dy44153,2025-09-16 07:57:08,2025-09-16 08:03:09,55.664219,12.538035,55.664219,12.538035,6,102,1750,Renault Megane,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Tuesday,7
eb78395,2025-09-16 19:45:08,2025-09-17 03:23:09,55.687191,12.553786,55.687134,12.553707,458,34,2200,Renault Zoe,car,2200,2200,2720.0,2720.0,Kobenhavn N,Vanlose,Kobenhavn N → Vanlose,Tuesday,19
ee25116,2025-09-16 15:45:09,2025-09-16 15:51:08,55.660557,12.504189,55.660557,12.504189,6,34,2500,Renault Zoe,car,2500,2500,2700.0,2700.0,Valby,Bronshoj,Valby → Bronshoj,Tuesday,15
dc66083,2025-09-19 12:21:08,2025-09-19 12:27:08,55.622257,12.574777,55.622257,12.574777,6,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Friday,12
dr11667,2025-09-17 23:39:08,2025-09-18 06:37:08,55.657616,12.501937,55.6576,12.501966,418,34,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Wednesday,23
dr11697,2025-09-18 12:11:08,2025-09-18 12:55:08,55.708267,12.522685,55.708286,12.522685,44,34,2400,Renault Zoe,car,2400,2400,2400.0,2400.0,Kobenhavn NV,Kobenhavn NV,Kobenhavn NV → Kobenhavn NV,Thursday,12
dr11721,2025-09-18 14:21:08,2025-09-18 14:45:08,55.7062,12.525177,55.706219,12.525146,24,34,2400,Renault Zoe,car,2400,2400,2700.0,2700.0,Kobenhavn NV,Bronshoj,Kobenhavn NV → Bronshoj,Thursday,14
dv53344,2025-09-18 01:43:08,2025-09-19 07:39:08,55.641148,12.599516,55.641148,12.599554,1796,74,2300,unknown,van,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Thursday,1
dz55133,2025-09-19 11:19:08,2025-09-19 16:17:08,55.707844,12.598346,55.708317,12.59897,298,34,2150,Renault Zoe,car,2150,2150,2300.0,2300.0,Nordhavn,Kobenhavn S,Nordhavn → Kobenhavn S,Friday,11
dz92203,2025-09-18 12:41:08,2025-09-18 17:59:09,55.638355,12.602045,55.638313,12.602018,318,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Thursday,12
ea41663,2025-09-18 08:51:09,2025-09-18 11:23:09,55.681267,12.518976,55.681267,12.519059,152,34,2000,Renault Zoe,car,2000,2000,2450.0,2450.0,Frederiksberg C,Kobenhavn SV,Frederiksberg C → Kobenhavn SV,Thursday,8
eb29772,2025-09-18 21:13:09,2025-09-19 06:41:09,55.702915,12.547672,55.702847,12.547729,568,34,2200,Renault Zoe,car,2200,2200,2000.0,2000.0,Kobenhavn N,Frederiksberg C,Kobenhavn N → Frederiksberg C,Thursday,21
eb29780,2025-09-18 14:17:08,2025-09-18 14:47:08,55.6782,12.543412,55.6782,12.5434,30,34,1876,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Thursday,14
ec20875,2025-09-17 23:39:08,2025-09-18 03:27:08,55.6562,12.491674,55.656216,12.491651,228,34,2500,Renault Zoe,car,2500,2500,2000.0,2000.0,Valby,Frederiksberg C,Valby → Frederiksberg C,Wednesday,23
ec31145,2025-09-19 06:59:08,2025-09-19 07:51:08,55.681755,12.588104,55.68169,12.588163,52,34,1260,Renault Zoe,car,1050,1050,2000.0,2000.0,Kobenhavn K,Frederiksberg C,Kobenhavn K → Frederiksberg C,Friday,6
